Time (ms),-200 pA,-150 pA,-100 pA,-50 pA,0 pA
8.1000003815,-43.9453125,-47.607421875,-42.724609375,-43.9453125,-46.6918945313
8.1999998093,-43.3349609375,-48.2177734375,-42.4194335938,-44.5556640625,-46.6918945313
8.3000001907,-43.3349609375,-46.38671875,-43.3349609375,-43.9453125,-46.38671875
8.3999996185,-44.2504882813,-48.2177734375,-41.50390625,-43.6401367188,-46.9970703125
8.5,-44.8608398438,-47.607421875,-42.4194335938,-43.0297851563,-46.0815429688
8.6000003815,-43.0297851563,-48.5229492188,-42.724609375,-44.5556640625,-46.6918945313
8.6999998093,-43.6401367188,-48.828125,-43.0297851563,-45.4711914063,-46.6918945313
8.8000001907,-44.5556640625,-47.9125976563,-43.9453125,-44.2504882813,-47.3022460938
8.8999996185,-43.9453125,-46.6918945313,-42.724609375,-44.5556640625,-47.3022460938
9,-43.3349609375,-46.6918945313,-42.724609375,-43.3349609375,-46.6918945313
9.1000003815,-42.724609375,-47.607421875,-43.9453125,-43.6401367188,-46.6918945313
9.1999998093,-44.5556640625,-47.607421875,-42.4194335938,-43.6401367188,-46.6918945313
9.3000001907,-43.9453125,-48.828125,-43.3349609375,-44.8608398438,-46.6918945313
9.3999996185,-43.9453125,-48.5229492188,-42.724609375,-44.2504882813,-46.38671875
9.5,-44.8608398438,-47.607421875,-42.724609375,-44.5556640625,-46.6918945313
9.6000003815,-43.6401367188,-48.2177734375,-43.0297851563,-44.8608398438,-47.3022460938
9.6999998093,-43.6401367188,-46.38671875,-42.4194335938,-44.8608398438,-46.6918945313
9.8000001907,-43.3349609375,-48.2177734375,-43.0297851563,-45.4711914063,-46.6918945313
9.8999996185,-44.2504882813,-48.2177734375,-42.4194335938,-44.8608398438,-46.9970703125
10,-42.724609375,-47.607421875,-42.1142578125,-43.6401367188,-47.3022460938
10.1000003815,-43.6401367188,-48.2177734375,-43.3349609375,-45.7763671875,-46.38671875
10.1999998093,-45.166015625,-46.6918945313,-42.724609375,-43.3349609375,-46.9970703125
10.3000001907,-42.724609375,-48.5229492188,-41.8090820313,-43.9453125,-46.9970703125
10.3999996185,-43.6401367188,-47.3022460938,-43.0297851563,-43.0297851563,-46.6918945313
